shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,numberfonttype,teamcolortertb,jerseynumbercolorterg,shortsnumbercolorprimb,jerseynamefonttype,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,shortsnumberfonttype,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,teamkitid,teamcolorprimpercent,teamcolorsecpercent,year,teamtechid,isembargoed,hasadvertisingkit,dlc,teamcolortertpercent,shortstyle,jerseyfit
1,12,29,0,0,220,12,12,220,35,12,12,23,80,12,12,49,0,12,12,0,1,237,12,29,220,234,220,0,12,30,0,12,12,96,0,89,220,12,12,29,220,0,2,-1,0,0,6563,83,16,0,1944,0,0,0,92,0,0
1,220,170,0,0,220,4,55,12,230,12,220,23,159,220,220,49,0,220,133,0,1,230,55,76,12,23,220,0,12,27,0,12,4,230,0,89,220,133,220,65,12,0,0,-1,0,0,1169,79,18,0,1945,0,0,0,86,0,0
1,220,161,0,0,12,220,220,12,35,12,220,23,25,12,220,49,0,12,220,0,1,47,220,141,12,26,12,0,12,136,0,12,220,45,0,89,12,220,12,25,12,0,1,-1,0,0,1170,75,18,0,1945,0,0,0,86,0,0
1,220,229,0,0,12,220,220,12,121,12,220,23,93,12,220,49,0,12,220,0,1,12,220,229,12,10,12,0,12,229,0,12,220,109,0,89,12,220,12,102,12,0,2,-1,0,0,5622,91,8,0,1945,0,0,0,91,0,0
1,220,222,0,0,12,220,220,12,23,220,220,23,218,220,220,49,0,220,220,0,1,141,220,183,12,89,12,0,220,107,3,220,220,45,0,89,12,220,220,173,12,0,0,-1,0,0,1175,82,15,0,1949,0,0,0,88,0,0
1,220,31,0,0,12,220,220,12,149,220,220,23,26,220,220,49,0,220,220,0,1,16,220,32,12,26,12,0,220,31,3,220,220,87,0,89,12,220,220,26,12,0,1,-1,0,0,1176,68,25,0,1949,0,0,0,88,0,0
1,220,29,0,0,12,220,220,12,99,12,220,23,44,12,220,49,0,12,220,0,1,254,220,29,12,255,12,0,12,29,0,12,220,51,0,89,12,220,12,85,12,0,2,-1,0,0,5625,87,12,0,1949,0,0,0,100,0,0
1,220,71,0,0,220,12,12,12,204,220,220,23,61,12,220,49,1,12,12,0,1,227,12,41,12,34,220,0,220,40,7,220,12,25,0,89,220,12,12,35,12,0,0,-1,0,0,4312,75,22,0,1951,0,0,0,87,0,0
1,220,30,0,0,12,220,220,12,30,220,220,23,25,220,220,49,1,220,220,0,1,30,220,30,12,25,12,0,220,30,7,220,220,30,0,89,12,220,220,25,12,0,1,-1,0,0,4311,96,96,0,1951,0,0,0,98,0,0
1,220,219,0,0,12,220,220,12,111,220,220,23,209,220,220,49,1,220,220,0,1,42,220,218,12,43,12,0,220,218,0,220,220,211,0,89,12,220,220,109,12,0,2,-1,0,0,5626,82,17,0,1951,0,0,0,93,0,0
1,220,31,0,0,12,220,220,12,107,220,220,23,25,220,220,49,1,220,220,0,1,191,220,31,12,25,12,0,220,31,0,220,220,26,0,89,12,220,220,25,12,0,0,-1,0,0,1179,59,35,0,1952,0,1,0,97,0,0
1,12,27,0,0,220,12,12,220,229,12,12,23,233,12,12,49,1,12,12,0,1,229,12,160,220,233,220,0,12,232,0,12,12,229,0,89,220,12,12,233,220,0,1,-1,0,0,1180,90,7,0,1952,0,1,0,94,0,0
1,220,112,0,0,12,220,220,12,163,220,220,23,126,220,220,49,1,220,220,0,1,26,220,115,12,21,12,0,220,12,0,220,220,146,0,89,12,220,220,147,12,0,2,-1,0,0,4007,54,37,0,1952,0,1,0,96,0,0
1,220,93,0,0,12,220,220,12,59,220,220,23,82,220,220,49,1,220,220,0,1,22,220,59,12,19,12,0,220,22,0,220,220,93,0,89,12,220,220,52,12,0,3,-1,0,0,6059,96,96,0,1952,1,1,0,98,0,0
1,220,93,0,0,12,220,220,12,55,220,220,23,85,220,220,49,0,220,220,0,1,33,220,55,12,23,12,0,220,33,7,220,220,93,0,89,12,220,220,47,12,0,0,-1,0,0,1181,96,96,0,1954,0,0,0,99,0,0
1,220,65,0,0,12,220,220,12,96,220,220,23,25,220,220,49,0,220,220,0,1,226,220,96,12,25,12,0,220,226,7,220,220,65,0,89,12,220,220,25,12,0,1,-1,0,0,1182,96,96,0,1954,0,0,0,99,0,0
1,12,27,0,0,220,12,12,220,228,220,12,23,60,220,12,49,0,220,12,0,1,194,12,29,220,185,220,0,220,28,0,220,12,70,0,89,220,12,220,225,220,0,2,-1,0,0,5627,82,17,0,1954,0,0,0,92,0,0
1,12,30,0,0,12,220,220,220,79,12,12,23,230,220,12,49,0,220,220,0,1,21,220,30,220,230,12,0,12,30,3,12,220,160,0,89,12,220,220,230,220,0,0,-1,0,0,1183,77,12,0,1955,0,0,0,77,0,0
1,220,31,0,0,220,12,12,12,229,220,220,23,29,12,220,49,0,12,12,0,1,229,12,31,12,29,220,0,220,32,12,220,12,229,0,89,220,12,12,29,12,0,1,-1,0,0,1184,66,27,0,1955,0,0,0,94,0,0
1,12,68,0,0,220,12,12,220,191,12,12,23,57,12,12,49,0,12,12,0,1,114,12,191,220,97,220,0,12,114,0,12,12,68,0,89,220,12,12,180,220,0,2,-1,0,0,5628,100,100,0,1955,0,0,0,92,0,0
1,12,31,0,0,220,12,12,220,229,220,12,16,226,220,12,18,1,220,12,0,1,229,12,30,220,226,220,0,220,31,0,220,12,229,0,16,220,12,220,226,220,0,0,-1,0,0,1191,87,9,0,1960,0,1,0,88,3,0
1,220,25,0,0,12,220,220,12,20,12,220,95,19,12,220,18,1,12,220,0,1,194,220,20,12,179,12,0,12,194,12,12,220,25,0,95,12,220,12,16,12,0,1,-1,0,0,1192,92,92,0,1960,0,1,0,94,0,0
1,12,223,0,0,220,12,12,220,201,220,12,16,219,220,12,18,1,220,12,0,1,146,12,201,220,130,220,0,220,146,0,220,12,223,0,16,220,12,220,194,220,0,2,-1,0,0,4000,97,97,0,1960,0,1,0,99,3,0
1,220,30,0,0,12,220,220,12,30,12,220,95,25,12,220,18,1,12,220,0,1,31,220,30,12,25,12,0,12,31,10,12,220,30,0,95,12,220,12,25,12,0,3,-1,0,0,5757,97,97,0,1960,0,1,0,99,3,0
1,220,153,0,0,12,220,220,12,60,220,220,23,129,220,220,49,1,220,220,0,1,39,220,60,12,33,12,0,220,39,0,220,220,153,0,89,12,220,220,50,12,0,0,-1,0,0,1193,97,97,0,1961,0,0,0,99,0,0
1,12,82,0,0,220,12,12,220,228,12,12,23,226,12,12,49,1,12,12,0,1,145,12,228,220,226,220,0,12,145,0,12,12,82,0,89,220,12,12,226,220,0,1,-1,0,0,1194,95,95,0,1961,0,0,0,90,0,0
1,220,63,0,0,12,220,220,12,49,220,220,23,53,220,220,49,1,220,220,0,1,205,220,49,12,196,12,0,220,205,7,220,220,63,0,89,12,220,220,41,12,0,2,-1,0,0,5630,95,95,0,1961,0,0,0,97,0,0
1,12,172,0,0,220,12,12,220,230,12,12,23,229,12,12,49,0,12,12,0,1,230,12,53,220,229,220,0,12,19,7,12,12,230,0,89,220,12,12,229,220,0,0,-1,0,0,1195,51,44,0,1962,0,0,0,95,0,0
1,220,113,0,0,12,220,220,12,30,220,220,23,45,220,220,49,0,220,220,0,1,24,220,68,12,21,12,0,220,54,7,220,220,50,0,89,12,220,220,27,12,0,1,-1,0,0,1196,84,6,0,1962,0,0,0,90,0,0
1,12,70,0,0,220,12,12,220,148,12,12,23,60,12,12,49,0,12,12,0,1,0,12,148,220,0,220,0,12,0,0,12,12,70,0,89,220,12,12,132,220,0,2,-1,0,0,4391,97,97,0,1962,0,0,0,100,0,0
1,198,23,0,0,242,10,40,120,198,120,242,105,119,198,23,55,1,242,120,0,1,242,40,198,40,7,198,0,10,242,7,40,10,23,0,105,23,120,23,38,10,0,0,-1,0,0,1199,97,97,0,1968,0,0,0,86,0,0
1,20,24,0,0,1,242,198,23,39,23,1,105,28,20,82,55,1,1,23,0,1,8,198,200,198,244,20,0,242,242,8,198,242,120,0,105,82,23,82,209,242,0,1,-1,0,0,1200,88,10,0,1968,0,0,0,88,0,0
1,220,26,0,0,12,220,220,12,26,12,220,105,26,12,220,55,1,12,220,0,1,26,220,26,12,26,12,0,12,26,7,12,220,26,0,105,12,220,12,26,12,0,2,-1,0,0,7920,95,95,0,1968,0,0,0,98,0,0
1,88,199,0,0,14,14,88,176,150,176,14,60,0,88,176,45,0,14,176,0,1,241,88,79,88,240,88,0,14,16,7,88,14,0,0,60,176,176,176,135,14,0,0,-1,0,0,1694,77,16,0,1970,0,1,0,90,0,0
1,88,178,0,0,210,220,220,176,92,176,14,60,226,210,176,45,0,210,220,0,1,19,220,92,88,226,210,0,14,19,0,88,220,178,0,60,210,220,210,226,14,0,1,-1,0,0,1695,93,93,0,1970,0,1,0,89,0,0
1,220,58,0,0,210,220,220,210,42,210,220,60,49,210,220,45,0,210,220,0,1,229,220,42,210,226,210,0,210,229,7,210,220,58,0,60,210,220,210,35,210,0,2,-1,0,0,5631,91,91,0,1970,0,1,0,94,0,0
0,220,51,0,0,12,220,220,12,30,12,220,8,25,12,220,1,0,12,220,0,0,33,220,22,12,25,12,0,12,178,18,12,220,31,0,8,12,220,12,25,12,0,0,-1,0,0,1201,74,21,0,1971,0,0,0,99,0,0
0,59,114,0,0,0,97,209,224,61,224,0,8,219,59,112,1,0,0,224,0,0,9,209,61,209,78,59,0,97,9,18,209,97,114,0,8,112,224,112,201,97,0,1,-1,0,0,1202,94,94,0,1971,0,0,0,99,0,0
0,40,97,0,0,246,45,40,96,236,96,45,8,81,235,36,1,0,246,36,0,0,243,40,236,235,242,235,0,246,243,18,235,45,97,0,8,96,36,96,233,246,0,2,-1,0,0,4702,94,94,0,1971,0,0,0,99,0,0
1,220,30,0,0,25,25,25,220,230,220,220,1,25,25,220,1,0,25,25,0,1,230,25,31,220,25,25,0,220,31,7,220,25,228,0,1,25,25,25,25,220,0,0,-1,0,0,1203,83,9,0,2007,0,1,0,83,0,0
1,220,38,0,0,219,219,219,220,30,220,220,1,25,219,220,1,0,219,219,0,1,30,219,187,220,25,219,0,220,223,7,220,219,30,0,1,219,219,219,25,220,0,1,-1,0,0,1204,86,6,0,2007,0,1,0,83,0,0
1,220,217,0,0,220,220,220,220,171,220,220,1,210,220,220,1,0,220,220,0,1,59,220,171,220,49,220,0,220,59,0,220,220,217,0,1,220,220,220,157,220,0,2,-1,0,0,5632,100,100,0,2007,0,0,0,100,0,0
1,220,228,0,0,220,220,220,220,30,220,220,12,25,220,220,6,0,220,220,0,1,30,220,228,220,25,220,0,220,228,7,220,220,30,0,12,220,220,220,25,220,0,0,-1,0,0,4305,79,19,0,2013,0,0,0,95,0,0
0,12,30,0,0,12,12,12,12,229,12,12,12,226,12,12,6,0,12,12,0,1,229,12,30,12,226,12,0,12,30,7,12,12,229,0,12,12,12,12,226,12,0,1,-1,0,0,4306,79,19,0,2013,0,0,0,94,0,0
1,12,55,0,0,12,12,12,12,38,12,12,12,46,12,12,6,0,12,12,0,1,229,12,38,12,224,12,0,12,229,0,12,12,55,0,12,12,12,12,32,12,0,2,-1,0,0,7830,100,100,0,2013,0,0,0,92,0,0
1,220,230,0,0,30,220,220,97,69,97,220,105,103,56,220,55,1,30,220,0,1,24,220,230,56,20,56,0,30,230,0,56,220,120,0,105,97,220,97,58,30,0,0,-1,0,0,1211,74,24,0,2026,0,0,0,97,0,0
1,220,59,0,0,211,220,220,59,21,59,220,105,50,21,220,55,1,211,220,0,1,211,220,21,21,204,21,0,211,211,5,21,220,59,0,105,59,220,59,18,211,0,1,-1,0,0,1212,95,95,0,2026,0,0,0,97,0,0
1,12,30,0,0,225,12,12,30,190,30,12,105,33,180,12,55,1,225,12,0,1,228,12,30,180,226,180,0,225,30,0,180,12,36,0,105,30,12,30,187,225,0,2,-1,0,0,8497,90,7,0,2026,0,0,0,96,0,0
1,123,62,0,0,220,220,220,0,130,0,0,1,226,220,0,3,0,220,220,0,1,74,220,67,123,226,220,0,0,39,0,123,220,103,0,1,220,220,220,226,0,0,0,-1,0,0,3464,66,33,0,2038,0,0,0,90,0,0
1,110,107,0,0,0,34,110,0,230,0,34,1,225,123,107,3,0,0,107,0,1,230,110,110,123,224,123,0,0,34,0,123,34,230,0,1,0,107,0,225,0,0,1,-1,0,0,3465,69,30,0,2038,0,0,0,91,0,0
1,220,227,0,0,220,220,220,220,27,220,220,1,31,220,220,3,0,220,220,0,1,224,220,227,220,219,220,0,220,227,0,220,220,36,0,1,220,220,220,23,220,0,2,-1,0,0,6122,89,10,0,2038,0,0,0,91,0,0
1,220,31,0,0,220,220,220,220,31,220,220,8,25,220,220,8,0,220,220,0,1,170,220,30,220,25,220,0,220,31,6,220,220,36,0,8,220,220,220,25,220,0,0,-1,0,0,1885,90,6,0,2055,0,0,0,99,0,0
1,12,184,0,0,12,12,12,12,229,12,12,8,226,12,12,8,0,12,12,0,1,229,12,177,12,226,12,0,12,177,6,12,12,229,0,8,12,12,12,226,12,0,1,-1,0,0,1884,46,44,0,2055,0,0,0,87,0,0
1,12,36,0,0,12,12,12,12,197,12,12,8,29,12,12,8,0,12,12,0,1,212,12,114,12,201,12,0,12,208,6,12,12,25,0,8,12,12,12,95,12,0,2,-1,0,0,4622,63,27,0,2055,0,0,0,88,0,0
1,7,31,0,0,0,0,7,52,180,9,0,99,226,118,52,8,0,227,52,0,1,88,7,121,7,74,7,0,227,222,15,118,0,230,0,99,52,52,9,168,0,0,0,-1,0,0,1887,85,9,0,2056,0,0,0,88,0,0
1,208,29,0,0,112,112,208,246,37,9,112,99,59,118,246,8,0,227,246,0,1,21,208,125,208,18,208,0,227,214,15,118,112,70,0,99,246,246,9,31,112,0,1,-1,0,0,1886,85,9,0,2056,0,0,0,88,0,0
1,12,32,0,0,12,12,12,12,187,9,12,99,88,118,12,8,0,227,12,0,1,23,12,140,12,17,12,0,227,219,15,118,12,119,0,99,12,12,9,163,12,0,2,-1,0,0,4569,85,9,0,2056,0,0,0,88,0,0
0,0,117,0,0,0,0,0,0,58,0,0,0,171,0,0,0,0,0,0,0,0,46,0,58,0,200,0,0,0,46,0,0,0,117,0,0,0,0,0,195,0,0,0,-1,0,0,8331,100,100,0,2500,0,0,0,83,0,0
0,0,31,0,0,0,0,0,0,55,0,0,0,166,0,0,0,0,0,0,0,0,176,0,55,0,187,0,0,0,176,0,0,0,31,0,0,0,0,0,178,0,0,0,-1,0,0,8332,97,97,0,2501,0,0,0,84,0,0
0,0,229,0,0,0,0,0,0,229,0,0,0,36,0,0,0,0,0,0,0,0,229,0,229,0,36,0,0,0,229,7,0,0,229,0,0,0,0,0,36,0,0,0,-1,0,0,8333,95,95,0,2502,0,0,0,94,0,0
0,0,181,0,0,0,0,0,0,213,0,0,0,95,0,0,0,0,0,0,0,0,211,0,213,0,64,0,0,0,211,0,0,0,181,0,0,0,0,0,70,0,0,0,-1,0,0,8334,100,100,0,2503,0,0,0,97,0,0
0,0,229,0,0,0,0,0,0,233,0,0,0,124,0,0,0,0,0,0,0,0,234,0,233,0,29,0,0,0,234,0,0,0,229,0,0,0,0,0,49,0,0,0,-1,0,0,8335,98,98,0,2504,0,0,0,96,0,0
0,0,27,0,0,0,0,0,0,27,0,0,0,231,0,0,0,0,0,0,0,0,27,0,27,0,231,0,0,0,27,1,0,0,27,0,0,0,0,0,231,0,0,0,-1,0,0,8336,99,99,0,2505,0,0,0,75,0,0
0,0,232,0,0,0,0,0,0,163,0,0,0,231,0,0,0,0,0,0,0,0,56,0,163,0,231,0,0,0,56,1,0,0,232,0,0,0,0,0,231,0,0,0,-1,0,0,8337,99,99,0,2506,0,0,0,75,0,0
0,0,58,0,0,0,0,0,0,58,0,0,0,32,0,0,0,0,0,0,0,0,59,0,58,0,32,0,0,0,59,0,0,0,58,0,0,0,0,0,32,0,0,0,-1,0,0,8338,98,98,0,2507,0,0,0,99,0,0
0,0,175,0,0,0,0,0,0,175,0,0,0,86,0,0,0,0,0,0,0,0,175,0,175,0,33,0,0,0,175,0,0,0,175,0,0,0,0,0,45,0,0,0,-1,0,0,8339,100,100,0,2508,0,0,0,96,0,0
0,0,254,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,218,0,254,0,211,0,0,0,254,0,0,0,14,0,0,0,0,0,2,0,0,0,-1,0,0,8354,83,15,0,2509,0,0,0,92,0,0
0,0,62,0,0,0,0,0,0,41,0,0,0,172,0,0,0,0,0,0,0,0,154,0,41,0,189,0,0,0,154,0,0,0,62,0,0,0,0,0,192,0,0,0,-1,0,0,8347,100,100,0,2510,0,0,0,60,0,0
0,12,30,0,0,255,12,12,255,203,255,12,10,26,255,12,1,0,255,12,0,1,224,32,30,255,26,255,0,255,30,0,255,32,38,0,1,255,32,255,26,255,0,2,-1,0,0,1698,88,11,0,5000,0,0,0,99,0,0
0,12,29,0,0,255,12,12,255,66,255,12,10,26,255,12,1,0,255,12,0,1,191,32,29,255,26,255,0,255,29,0,255,32,191,0,1,255,32,255,26,255,0,2,-1,0,0,1699,88,11,0,5001,0,0,0,99,0,0
0,12,31,0,0,255,12,12,255,187,255,12,10,26,255,12,1,0,255,12,0,1,67,32,31,255,26,255,0,255,31,0,255,32,93,0,1,255,32,255,26,255,0,2,-1,0,0,1700,88,11,0,5002,0,0,0,99,0,0
0,12,222,0,0,255,12,12,255,152,255,12,10,185,255,12,1,0,255,12,0,1,39,32,189,255,33,255,0,255,146,0,255,32,195,0,1,255,32,255,136,255,0,2,-1,0,0,1701,86,13,0,5003,0,0,0,100,0,0
0,12,205,0,0,255,220,220,255,18,255,12,10,37,12,12,1,0,12,220,0,1,8,235,113,255,7,255,0,255,67,0,255,235,44,0,1,255,235,12,15,255,0,2,-1,0,0,1702,86,13,0,5004,0,0,0,100,0,0
0,12,230,0,0,255,220,220,255,18,255,12,10,82,20,12,1,0,20,220,0,1,60,235,74,255,51,255,0,255,196,0,255,235,96,0,1,255,235,20,15,255,0,2,-1,0,0,1703,86,13,0,5005,0,0,0,100,0,0
0,12,29,0,0,255,220,220,255,98,255,12,10,35,12,12,1,0,12,220,0,1,12,235,29,255,35,255,0,255,28,0,255,235,100,0,1,255,235,12,35,255,0,2,-1,0,0,3312,87,12,0,5006,0,0,0,100,0,0
0,12,28,0,0,255,12,12,255,84,255,12,10,28,255,12,1,0,255,12,0,1,219,32,29,255,25,255,0,255,29,0,255,32,34,0,1,255,32,255,26,255,0,2,-1,0,0,3313,86,12,0,5007,0,0,0,100,0,0
0,12,29,0,0,255,12,12,255,28,255,12,10,25,255,12,1,0,255,12,0,1,205,32,29,255,25,255,0,255,29,0,255,32,141,0,1,255,32,255,25,255,0,2,-1,0,0,3314,86,12,0,5008,0,0,0,100,0,0
0,12,39,0,0,255,12,12,255,181,255,12,10,30,255,12,1,0,255,12,0,1,228,32,181,255,30,255,0,255,228,0,255,32,39,0,1,255,32,255,30,255,0,2,-1,0,0,3315,96,96,0,5009,0,0,0,88,0,0
0,12,123,0,0,255,12,12,255,216,255,12,10,25,255,12,1,0,255,12,0,1,123,32,216,255,25,255,0,255,123,0,255,32,123,0,1,255,32,255,25,255,0,2,-1,0,0,3316,97,97,0,5010,0,0,0,88,0,0
0,12,201,0,0,255,12,12,255,216,255,12,10,25,255,12,1,0,255,12,0,1,99,32,216,255,25,255,0,255,99,0,255,32,201,0,1,255,32,255,25,255,0,2,-1,0,0,3317,97,97,0,5011,0,0,0,88,0,0
0,12,81,0,0,255,12,12,255,186,255,12,10,31,255,12,1,0,255,12,0,1,229,32,186,255,31,255,0,255,229,0,255,32,81,0,1,255,32,255,31,255,0,2,-1,0,0,3318,97,97,0,5012,0,0,0,88,0,0
0,12,12,0,0,255,12,12,255,27,255,12,10,25,255,12,1,0,255,12,0,1,156,32,12,255,25,255,0,255,67,0,255,32,27,0,1,255,32,255,25,255,0,2,-1,0,0,3319,64,35,0,5013,0,0,0,88,0,0
0,12,68,0,0,255,12,12,255,34,255,12,10,25,255,12,1,0,255,12,0,1,172,32,8,255,25,255,0,255,68,0,255,32,172,0,1,255,32,255,25,255,0,2,-1,0,0,3320,64,35,0,5014,0,0,0,88,0,0
0,12,34,0,0,255,12,12,255,143,255,12,10,34,255,12,1,0,255,12,0,1,59,32,34,255,34,255,0,255,34,0,255,32,246,0,1,255,32,255,34,255,0,2,-1,0,0,3321,55,38,0,5015,0,0,0,100,0,0
0,12,30,0,0,255,12,12,255,230,255,12,10,25,255,12,1,0,255,12,0,1,168,32,30,255,25,255,0,255,30,0,255,32,81,0,1,255,32,255,25,255,0,2,-1,0,0,3322,55,38,0,5016,0,0,0,100,0,0
0,12,116,0,0,255,220,220,255,76,255,12,10,92,20,12,1,0,20,220,0,1,76,230,233,255,182,255,0,255,190,0,255,230,76,0,1,255,230,20,234,255,0,2,-1,0,0,3323,56,32,0,5017,0,0,0,100,0,0
0,12,239,0,0,255,12,12,255,163,255,12,10,22,255,12,1,0,255,12,0,1,87,32,163,255,22,255,0,255,87,0,255,32,239,0,1,255,32,255,22,255,0,2,-1,0,0,3324,95,95,0,5018,0,0,0,100,0,0
0,12,229,0,0,255,12,12,255,100,255,12,10,25,255,12,1,0,255,12,0,1,211,32,229,255,25,255,0,255,229,0,255,32,44,0,1,255,32,255,25,255,0,2,-1,0,0,5168,94,5,0,5019,0,0,0,100,0,0
0,12,230,0,0,255,12,12,255,201,255,12,10,230,255,12,1,0,255,12,0,1,144,32,230,255,124,255,0,255,230,0,255,32,234,0,1,255,32,255,190,255,0,2,-1,0,0,5169,86,13,0,5020,0,0,0,99,0,0
0,247,229,0,0,255,255,250,255,37,255,252,10,74,255,247,1,0,255,250,0,1,33,230,229,255,34,255,0,255,229,0,255,230,72,0,1,255,230,255,38,255,0,2,-1,0,0,5170,91,8,0,5021,0,0,0,68,0,0
0,12,229,0,0,255,220,220,255,60,255,12,10,35,12,12,1,0,12,220,0,1,79,230,229,255,35,255,0,255,229,0,255,230,111,0,1,255,230,12,35,255,0,2,-1,0,0,5171,91,8,0,5022,0,0,0,68,0,0
0,12,220,0,0,255,12,12,255,203,255,12,10,25,255,12,1,0,255,12,0,1,215,12,231,255,25,255,0,255,232,0,255,12,61,0,1,255,12,255,25,255,0,2,-1,0,0,5172,91,8,0,5023,0,0,0,67,0,0
0,255,32,0,0,255,255,255,255,91,255,255,10,22,255,255,1,0,255,255,0,1,80,230,32,255,22,255,0,255,32,0,255,230,109,0,1,255,230,255,22,255,0,2,-1,0,0,5173,79,17,0,5024,0,0,0,91,0,0
0,12,30,0,0,255,12,12,255,126,255,12,10,25,255,12,1,0,255,12,0,1,121,32,30,255,25,255,0,255,30,0,255,32,138,0,1,255,32,255,25,255,0,2,-1,0,0,5174,79,16,0,5025,0,0,0,91,0,0
0,12,30,0,0,255,12,12,255,205,255,12,10,25,255,12,1,0,255,12,0,1,144,32,30,255,25,255,0,255,30,0,255,32,197,0,1,255,32,255,25,255,0,2,-1,0,0,5175,79,16,0,5026,0,0,0,91,0,0
0,12,31,0,0,255,12,12,255,31,255,12,10,25,255,12,1,0,255,12,0,1,155,32,31,255,25,255,0,255,155,0,255,32,31,0,1,255,32,255,25,255,0,2,-1,0,0,5176,95,95,0,5027,0,0,0,100,0,0
0,12,176,0,0,255,12,12,255,41,255,12,10,34,255,12,1,0,255,12,0,1,204,32,41,255,34,255,0,255,204,0,255,32,176,0,1,255,32,255,34,255,0,2,-1,0,0,5177,94,94,0,5028,0,0,0,100,0,0
0,255,197,0,0,255,255,255,255,33,255,255,10,187,255,255,1,0,255,255,0,1,45,230,33,255,37,255,0,255,45,0,255,230,197,0,1,255,230,255,28,255,0,2,-1,0,0,5178,95,95,0,5029,0,0,0,100,0,0
0,12,35,0,0,255,12,12,255,35,255,12,10,37,255,12,1,0,255,12,0,1,167,32,35,255,173,255,0,255,167,0,255,32,35,0,1,255,32,255,37,255,0,2,-1,0,0,5179,98,98,0,5030,0,0,0,78,0,0
0,12,23,0,0,255,12,12,255,93,255,12,10,19,255,12,1,0,255,12,0,1,230,32,93,255,226,255,0,255,230,0,255,32,23,0,1,255,32,255,77,255,0,2,-1,0,0,5180,95,95,0,5031,0,0,0,81,0,0
0,12,29,0,0,255,12,12,255,188,255,12,10,50,255,12,1,0,255,12,0,1,49,32,188,255,50,255,0,255,49,0,255,32,29,0,1,255,32,255,50,255,0,2,-1,0,0,5181,95,95,0,5032,0,0,0,81,0,0
0,0,23,0,0,0,0,0,0,23,0,0,0,22,0,0,0,0,0,0,0,0,23,0,23,0,22,0,0,0,23,7,0,0,23,0,0,0,0,0,22,0,0,5,-1,0,0,4301,100,100,0,6004,0,0,0,99,0,0
0,0,38,0,0,0,0,0,0,204,0,0,0,25,0,0,0,0,0,0,0,0,238,0,204,0,25,0,0,0,238,7,0,0,38,0,0,0,0,0,25,0,0,5,-1,0,0,4302,97,97,0,6005,0,0,0,99,0,0
0,0,213,0,0,0,0,0,0,160,0,0,0,25,0,0,0,0,0,0,0,0,35,0,160,0,25,0,0,0,35,7,0,0,213,0,0,0,0,0,25,0,0,5,-1,0,0,4303,97,97,0,6006,0,0,0,99,0,0
0,0,50,0,0,0,0,0,0,34,0,0,0,25,0,0,0,0,0,0,0,0,250,0,34,0,25,0,0,0,250,7,0,0,50,0,0,0,0,0,25,0,0,5,-1,0,0,4304,97,97,0,6007,0,0,0,99,0,0
0,220,43,0,0,255,220,220,255,191,20,220,1,25,20,220,0,0,20,220,0,0,136,0,191,255,25,255,0,20,136,7,20,0,43,0,1,255,0,20,25,255,0,5,-1,0,0,3327,97,97,0,6009,0,0,0,99,0,0
0,0,159,0,0,0,0,0,0,229,0,0,0,25,0,0,0,0,0,0,0,0,218,0,229,0,25,0,0,0,218,18,0,0,159,0,0,0,0,0,25,0,0,5,-1,0,0,4681,98,98,0,6105,0,0,0,99,0,0
0,0,30,0,0,0,0,0,0,30,0,0,0,25,0,0,0,0,0,0,0,0,30,0,30,0,25,0,0,0,30,18,0,0,30,0,0,0,0,0,25,0,0,5,-1,0,0,4682,98,98,0,6106,0,0,0,99,0,0
0,0,172,0,0,0,0,0,0,188,0,0,0,25,0,0,0,0,0,0,0,0,50,0,188,0,25,0,0,0,50,18,0,0,172,0,0,0,0,0,25,0,0,5,-1,0,0,1706,94,94,0,6108,0,0,0,99,0,0
0,0,99,0,0,0,0,0,0,13,0,0,0,25,0,0,0,0,0,0,0,0,134,0,13,0,25,0,0,0,134,18,0,0,99,0,0,0,0,0,25,0,0,5,-1,0,0,1705,98,98,0,6109,0,0,0,99,0,0
0,0,159,0,0,0,0,0,0,229,0,0,0,25,0,0,0,0,0,0,0,0,218,0,229,0,25,0,0,0,218,18,0,0,159,0,0,0,0,0,25,0,0,5,-1,0,0,7482,98,98,0,6110,0,0,0,99,0,0
0,0,30,0,0,0,0,0,0,30,0,0,0,35,0,0,0,0,0,0,0,0,30,0,30,0,35,0,0,0,30,18,0,0,30,0,0,0,0,0,35,0,0,5,-1,0,0,7483,98,98,0,6111,0,0,0,99,0,0
