teamid,playerid,tournamentid,unk1,avg,app,goals,unk2,assists,unk3,yellowcards,redcards,unk6,unk7,cleansheets,unk9,unk10,unk11,unk12,unk13,date1,date2,date3
10,211048,759,2086,70,25,10,0,3,7,1,0,0,20,6,26,4741692,71,1,0,20220301,20220213,20220204
10,204525,759,1352,64,17,0,0,0,0,4,1,0,13,4,26,4476982,50,0,0,20220301,20220213,20220204
18,235814,759,527,66,6,0,0,0,0,0,0,0,4,1,18,60,54,0,0,20211227,20211203,20211017
18,282934,759,884,64,10,0,0,0,0,1,0,0,11,2,13,3882830,54,0,0,20211127,20211106,20211030
18,200759,759,270,61,3,0,0,0,0,1,0,0,3,1,18,0,55,0,0,20211227,20210912,20210821
18,222400,759,1258,62,16,2,0,0,1,1,0,0,15,3,26,1191194953,73,0,0,20220226,20220219,20220212
18,183394,759,540,60,6,0,0,0,0,1,0,0,6,2,17,977419264,45,0,0,20211225,20211218,20211211
18,234153,759,1011,67,15,2,0,2,0,0,0,0,9,4,26,1509963343,73,0,0,20220226,20220219,20220212
1,212462,759,1466,65,17,3,0,1,1,0,0,0,19,3,23,1073741824,50,0,0,20220205,20220122,20211225
1,189271,759,90,58,1,0,0,0,0,0,0,0,1,0,2,0,58,0,0,20210821,0,0
1,282400,759,146,59,2,0,0,0,0,0,0,0,1,0,3,1023410176,58,0,0,20210828,20210821,0
1,199354,759,90,56,1,0,0,0,0,0,0,0,1,0,2,0,56,0,0,20210821,0,0
1799,173546,759,1138,63,13,1,0,0,1,1,0,0,14,3,18,922746933,55,0,0,20211227,20211225,20211205
1799,206304,360,90,49,1,0,0,0,0,0,0,0,2,0,1,0,49,0,0,20220107,0,0
1799,233550,759,630,68,7,0,0,2,0,0,0,0,5,2,11,15182,53,0,0,20211106,20211017,20211003
1799,213666,759,594,61,15,0,0,0,0,0,0,0,11,1,26,3555130,63,0,0,20220226,20220213,20220205
1799,188103,759,763,64,9,2,0,0,1,0,0,0,7,2,14,0,57,0,0,20211205,20211024,20211017
1799,239015,759,152,60,4,0,0,0,0,0,0,0,2,0,20,0,60,0,0,20220104,20211003,20210918
1806,198202,759,402,63,5,0,0,0,0,0,0,0,5,2,6,1212041022,48,0,0,20210925,20210918,20210912
1960,231390,759,1767,66,22,4,0,2,1,0,0,0,25,1,24,993868351,56,0,0,20220212,20220205,20220122
1960,212811,759,1248,62,21,0,0,1,0,1,0,0,16,1,26,959726393,70,0,0,20220301,20220227,20220212
5,207624,759,548,70,7,0,0,0,0,0,1,0,2,4,23,0,71,0,0,20220205,20211023,20211016
5,223848,759,287,61,5,0,0,0,0,0,0,0,4,0,21,0,57,0,0,20220115,20211218,20211205
95,170008,759,90,54,1,0,0,0,0,0,0,0,2,0,2,0,54,0,0,20210821,0,0
95,204638,759,533,55,6,0,0,0,0,1,0,0,9,0,9,3814452,50,0,0,20211024,20211003,20210925
95,183512,759,90,52,1,0,0,0,0,0,0,0,2,0,2,0,52,0,0,20210821,0,0
95,212883,759,951,57,16,0,0,0,0,1,0,0,19,1,26,926548023,55,0,0,20220301,20220226,20220212
95,226790,759,1517,57,22,1,0,0,0,3,0,0,25,0,26,942931968,58,0,0,20220301,20220226,20220212
1799,213655,759,1331,60,17,1,0,3,0,0,0,0,21,0,26,1160984392,52,0,0,20220226,20220219,20220213
95,280745,759,1325,66,16,7,0,2,1,0,0,0,24,1,26,1043791953,59,0,1,20220301,20220226,20220212
1944,280438,759,114,75,5,2,0,0,1,0,0,0,0,0,18,5177344,89,1,0,20211227,20211219,20211016
1795,280552,759,2160,63,24,0,0,0,0,0,0,7,27,5,26,1207974467,80,0,0,20220301,20220226,20220212
1795,164859,759,80,58,2,0,0,0,0,0,0,0,1,0,6,65,52,0,0,20210925,20210821,0
19,194911,759,630,60,7,0,0,0,0,0,0,0,9,1,26,1345994804,49,0,0,20220301,20220226,20220212
19,236466,759,1994,67,23,1,0,2,1,0,0,0,21,7,26,1258306614,53,0,0,20220301,20220226,20220205
19,176285,759,90,56,1,0,0,0,0,0,0,0,2,0,2,0,56,0,0,20210822,0,0
19,219681,759,282,55,4,0,0,0,0,0,0,0,6,0,24,69,54,0,0,20220212,20220103,20211227
19,202857,759,918,66,14,0,0,0,0,0,0,0,5,3,19,17473,52,0,0,20220101,20211219,20211213
19,199412,759,88,44,1,0,0,0,0,0,1,0,2,0,2,0,44,0,0,20210822,0,0
19,280018,759,512,64,11,1,0,0,0,0,0,0,7,1,19,19006,52,0,0,20220101,20211219,20211213
19,201818,759,1216,68,19,6,0,2,1,0,0,0,13,4,25,4128831,60,0,0,20220226,20220205,20220115
19,215556,759,7,57,1,0,0,0,0,0,0,0,1,0,2,0,57,0,0,20210822,0,0
144,205346,759,74,59,1,0,0,0,0,0,0,0,1,0,2,0,59,0,0,20210822,0,0
144,281213,759,450,63,5,1,0,0,0,0,0,0,5,1,6,842941777,54,0,0,20210925,20210918,20210911
144,282524,759,1489,68,18,5,0,2,4,0,0,0,19,4,26,944915002,60,0,1,20220301,20220226,20220212
144,187043,759,146,64,5,0,0,0,0,0,0,0,2,0,24,17408,63,0,0,20220212,20220115,20211225
144,283826,759,112,64,3,1,0,0,0,0,0,0,0,0,11,0,56,0,1,20211108,20210911,20210822
247,281937,121,177,59,4,0,0,0,0,0,0,0,3,0,6,4259840,50,0,0,20211207,20211102,20210914
269,208597,121,28,60,1,0,0,0,0,0,0,0,1,0,2,0,60,0,0,20210824,0,0
320,280839,121,33,59,1,0,0,0,0,0,0,0,1,0,2,0,59,0,0,20210824,0,0
481,220440,121,95,66,3,0,0,0,0,0,0,0,0,0,4,1111818240,63,0,0,20211102,20211020,20210824
1944,220834,121,437,73,7,3,0,0,1,0,0,0,1,3,1,1073760057,95,512,0,20220223,20211207,20211124
1944,280455,121,270,75,6,2,0,1,1,0,0,0,2,0,5,1532050244,61,256,1,20211124,20211102,20211020
837,282523,121,21,60,1,0,0,0,0,0,0,0,1,0,2,0,60,0,0,20210824,0,0
95,284497,565,210,70,2,0,0,0,0,0,0,0,1,1,1,0,68,0,0,20210921,20210824,0
95,194229,565,334,67,4,1,0,0,0,1,0,0,2,1,1,0,76,0,0,20211201,20211027,20210921
95,206198,565,180,63,2,0,0,0,0,0,0,0,2,0,1,0,69,0,0,20211201,20210824,0
95,203263,565,180,62,2,0,0,0,0,0,0,0,2,0,1,0,68,0,0,20211201,20210824,0
95,189615,565,90,66,1,0,0,0,0,0,0,0,1,0,1,0,66,0,0,20210824,0,0
95,224422,565,226,66,3,0,0,1,0,0,0,0,2,0,1,0,74,0,0,20211201,20210921,20210824
95,189560,565,52,73,1,0,0,0,0,0,0,0,0,0,1,0,73,0,0,20210824,0,0
95,208334,565,300,62,3,0,0,0,0,1,0,0,2,1,1,0,66,0,0,20211201,20210921,20210824
95,183130,565,90,66,1,0,0,0,0,0,0,0,1,0,1,0,66,0,0,20210824,0,0
95,280745,565,126,66,3,0,0,0,0,0,0,0,1,1,1,0,72,0,0,20211201,20210921,20210824
1,186561,565,14,57,1,0,0,0,0,0,0,0,1,0,2,0,57,0,0,20220126,0,0
95,226790,565,38,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210824,0,0
95,199852,565,271,66,4,0,0,1,1,0,0,0,2,2,1,0,65,0,0,20211201,20211027,20210921
11,233306,565,90,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210824,0,0
11,215699,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210824,0,0
11,221660,565,90,53,1,0,0,0,0,0,0,0,2,0,1,0,53,0,0,20210824,0,0
11,189881,565,58,53,1,0,0,0,0,0,0,0,1,0,1,0,53,0,0,20210824,0,0
11,235634,565,90,60,1,1,0,0,0,1,0,0,2,0,1,0,60,1,0,20210824,0,0
11,225557,565,90,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210824,0,0
11,197242,565,57,52,1,0,0,0,0,0,0,0,1,0,1,0,52,0,0,20210824,0,0
11,192883,565,90,49,1,0,0,0,0,0,0,0,2,0,1,0,49,0,0,20210824,0,0
11,283475,565,90,50,1,0,0,0,0,0,0,0,2,0,1,0,50,0,0,20210824,0,0
11,237698,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210824,0,0
11,213642,565,90,65,1,0,0,1,0,0,0,0,2,0,1,0,65,0,0,20210824,0,0
11,195864,565,33,60,1,0,0,0,0,0,0,0,1,0,1,0,60,0,0,20210824,0,0
11,205600,565,32,60,1,0,0,0,0,0,0,0,1,0,1,0,60,0,0,20210824,0,0
1923,200821,565,56,58,1,0,0,0,0,0,0,0,2,0,1,0,58,0,0,20210824,0,0
561,224965,565,45,76,1,1,0,0,1,0,0,0,2,0,1,0,76,1,0,20210824,0,0
110,205849,565,330,58,3,0,0,0,0,0,0,0,4,1,1,0,68,0,0,20211026,20210922,20210824
110,201417,565,120,67,1,0,0,0,0,0,0,0,0,1,1,0,67,0,0,20210824,0,0
110,210635,565,120,72,1,0,0,0,0,0,0,0,0,1,1,0,72,0,0,20210824,0,0
110,280778,565,120,66,1,0,0,0,0,0,0,0,0,1,1,0,66,0,0,20210824,0,0
110,221743,565,164,60,2,0,0,0,0,1,0,0,1,1,1,0,60,0,0,20211026,20210824,0
110,223334,565,130,61,2,0,0,0,0,0,0,0,0,1,1,0,61,0,0,20211026,20210824,0
110,215965,565,80,70,2,0,0,1,0,0,0,0,1,0,1,0,75,0,0,20211026,20210824,0
13,204077,565,63,64,1,0,0,0,0,0,0,0,1,0,1,0,64,0,0,20210824,0,0
13,192387,565,56,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210824,0,0
1928,193957,565,48,63,1,0,0,0,0,0,0,0,1,0,1,0,63,0,0,20210824,0,0
1801,172179,565,120,61,1,0,0,0,0,0,0,0,1,0,1,0,61,0,0,20210824,0,0
1801,224589,565,120,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
1801,213687,565,120,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
1799,213655,360,54,52,1,0,0,0,0,0,0,0,1,0,1,0,52,0,0,20220107,0,0
1924,215561,565,24,63,1,0,0,0,0,1,0,0,1,0,1,0,63,0,0,20210824,0,0
1924,281033,565,13,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
8,229091,565,90,70,1,0,0,0,0,0,0,0,1,0,1,0,70,0,0,20210824,0,0
8,183940,565,90,68,1,0,0,0,0,1,0,0,1,0,1,0,68,0,0,20210824,0,0
8,189456,565,90,70,1,0,0,0,0,1,0,0,1,0,1,0,70,0,0,20210824,0,0
8,284548,565,90,70,1,0,0,0,0,0,0,0,1,0,1,0,70,0,0,20210824,0,0
8,282401,565,168,56,2,0,0,0,0,0,0,0,3,0,1,0,57,0,0,20210921,20210824,0
8,239305,565,90,69,1,0,0,0,0,0,0,0,1,0,1,0,69,0,0,20210824,0,0
8,206147,565,146,67,2,0,0,0,0,0,0,0,3,0,1,0,70,0,0,20210921,20210824,0
1936,240723,565,43,57,1,0,0,0,0,0,0,0,2,0,1,0,57,0,0,20210824,0,0
1936,193478,565,36,63,1,0,0,0,0,0,0,0,1,0,1,0,63,0,0,20210824,0,0
1936,235648,565,15,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210824,0,0
1790,229676,565,42,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210824,0,0
1932,283784,565,74,68,1,0,0,1,0,1,0,0,1,0,1,0,68,0,0,20210824,0,0
1932,205655,565,41,61,1,0,0,0,0,0,0,0,1,0,1,0,61,0,0,20210824,0,0
1797,225682,565,90,50,1,0,0,0,0,0,0,0,2,0,1,0,50,0,0,20210824,0,0
1797,207952,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210824,0,0
1797,282090,565,27,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
1797,282383,565,19,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210824,0,0
5,192119,565,390,72,4,0,0,0,0,0,0,13,11,0,1,0,69,0,0,20211130,20211026,20210922
5,282711,565,195,61,3,0,0,0,0,0,0,0,3,0,1,0,59,0,0,20211026,20210922,20210824
5,230774,565,74,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
5,201122,565,57,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
5,282409,565,256,74,3,0,0,1,0,1,0,0,2,0,1,0,71,0,0,20211130,20211026,20210824
5,282542,565,90,69,1,0,0,0,0,0,0,0,1,0,1,0,69,0,0,20210824,0,0
5,219809,565,390,74,4,0,0,2,1,0,0,0,3,0,1,0,67,0,0,20211130,20211026,20210922
5,215914,565,390,78,4,4,0,0,1,0,0,0,3,0,1,0,85,257,0,20211130,20211026,20210922
5,193165,565,329,73,4,1,0,0,0,0,0,0,3,0,1,0,71,1,0,20211130,20211026,20210922
5,283593,565,270,76,3,2,0,0,0,0,0,0,3,0,1,0,69,257,0,20211026,20210922,20210824
5,210537,565,270,81,3,2,0,1,1,0,0,0,3,0,1,0,73,2,0,20211026,20210922,20210824
5,225508,565,303,68,4,0,0,0,0,0,0,0,2,0,1,0,66,0,0,20211130,20211026,20210922
5,227928,565,196,71,3,0,0,0,0,0,0,0,0,0,1,0,70,0,0,20211130,20211026,20210824
5,228941,565,111,69,3,0,0,0,0,0,0,0,0,0,1,0,70,0,0,20211130,20211026,20210824
9,203042,565,90,79,1,0,0,0,0,0,0,0,0,1,1,0,79,0,0,20210824,0,0
9,231281,565,210,68,2,0,0,0,0,0,0,0,2,1,1,0,79,0,0,20210921,20210824,0
9,281615,565,210,67,2,0,0,0,0,0,0,0,2,1,1,0,74,0,0,20210921,20210824,0
9,282969,565,210,66,2,0,0,0,0,0,0,0,2,1,1,0,76,0,0,20210921,20210824,0
15,203138,360,18,64,1,0,0,0,0,0,0,0,0,0,1,0,64,0,0,20220129,0,0
9,224019,565,210,71,2,0,0,1,1,0,0,0,2,1,1,0,86,0,0,20210921,20210824,0
9,220940,565,210,64,2,0,0,0,0,1,0,0,2,1,1,0,73,0,0,20210921,20210824,0
9,181291,565,171,67,2,0,0,0,0,0,0,0,1,1,1,0,78,0,0,20210921,20210824,0
9,208722,565,177,68,2,0,0,0,0,0,0,0,2,0,1,0,70,0,0,20210921,20210824,0
9,225539,565,178,65,2,0,0,0,0,0,0,0,2,0,1,0,70,0,0,20210921,20210824,0
9,199715,565,210,71,2,1,0,0,0,0,0,0,2,1,1,0,80,256,0,20210921,20210824,0
9,189242,565,33,64,1,0,0,0,0,0,0,0,0,0,1,0,64,0,0,20210824,0,0
9,200454,565,32,62,1,0,0,0,0,0,0,0,0,0,1,0,62,0,0,20210824,0,0
2,211515,565,90,56,1,0,0,0,0,0,0,0,1,0,1,0,56,0,0,20210824,0,0
1799,191089,360,90,57,1,0,0,0,0,0,0,0,2,0,1,0,57,0,0,20220107,0,0
2,216485,565,90,54,1,0,0,0,0,0,0,0,1,0,1,0,54,0,0,20210824,0,0
1944,280403,565,90,56,1,0,0,0,0,0,0,0,1,0,1,0,56,0,0,20210824,0,0
2,200630,565,90,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210824,0,0
2,215374,565,90,55,1,0,0,0,0,0,0,0,1,0,1,0,55,0,0,20210824,0,0
1960,209960,565,210,65,2,0,0,0,0,0,0,0,2,1,1,0,77,0,0,20210921,20210824,0
1960,222331,565,90,80,1,0,0,0,0,0,0,0,0,1,1,0,80,0,0,20210824,0,0
1960,198198,565,90,77,1,0,0,0,0,0,0,0,0,1,1,0,77,0,0,20210824,0,0
1960,192725,565,210,65,2,0,0,0,0,1,0,0,2,1,1,0,74,0,0,20210921,20210824,0
1960,220414,565,196,67,2,0,0,0,0,0,0,0,2,1,1,0,74,0,0,20210921,20210824,0
1960,284362,565,171,68,2,0,0,1,0,0,0,0,2,0,1,0,73,0,0,20210921,20210824,0
1960,221890,565,46,72,1,0,0,0,0,0,0,0,0,0,1,0,72,0,0,20210824,0,0
11,232270,759,826,62,10,0,0,0,0,0,1,0,11,1,25,1258291200,70,0,0,20220226,20220219,20220212
1960,215107,565,132,70,2,1,0,0,0,0,0,0,1,1,1,0,83,256,0,20210921,20210824,0
1799,203038,360,36,67,1,1,0,0,0,0,0,0,1,0,1,0,67,1,0,20220107,0,0
1960,194932,565,210,82,2,3,0,0,2,0,0,0,2,1,1,0,91,513,0,20210921,20210824,0
1960,212811,565,44,68,1,0,0,0,0,0,0,0,0,0,1,0,68,0,0,20210824,0,0
1960,231390,565,39,65,1,0,0,0,0,0,0,0,0,0,1,0,65,0,0,20210824,0,0
1960,223747,565,14,70,1,0,0,0,0,0,0,0,0,0,1,0,70,0,0,20210824,0,0
1920,238259,565,44,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210824,0,0
1920,228888,565,28,60,1,0,0,0,0,0,0,0,1,0,1,0,60,0,0,20210824,0,0
15015,236437,565,102,64,2,0,0,0,0,1,0,0,1,1,1,0,66,0,0,20210921,20210824,0
15015,235218,565,51,66,1,0,0,0,0,0,0,0,0,0,1,0,66,0,0,20210824,0,0
1919,169493,565,120,71,1,0,0,0,0,0,0,0,0,1,1,0,71,0,0,20210824,0,0
1919,199960,565,120,69,1,0,0,0,0,0,0,0,0,1,1,0,69,0,0,20210824,0,0
1919,228668,565,63,60,1,0,0,0,0,0,0,0,0,1,1,0,60,0,0,20210824,0,0
1919,192840,565,120,61,1,0,0,0,0,0,0,0,0,1,1,0,61,0,0,20210824,0,0
1919,215487,565,57,63,1,0,0,0,0,0,0,0,0,0,1,0,63,0,0,20210824,0,0
11,280017,759,620,60,7,0,0,2,0,2,0,0,11,0,21,4665915,54,0,0,20220115,20220101,20211227
109,204519,565,90,52,1,0,0,0,0,0,0,0,3,0,1,0,52,0,0,20210824,0,0
109,225161,565,90,47,1,0,0,0,0,0,0,0,3,0,1,0,47,0,0,20210824,0,0
109,216811,565,90,50,1,0,0,0,0,0,0,0,3,0,1,0,50,0,0,20210824,0,0
1799,213666,360,27,67,1,0,0,0,0,0,0,0,0,0,1,0,67,0,0,20220107,0,0
109,189059,565,90,49,1,0,0,0,0,0,0,0,3,0,1,0,49,0,0,20210824,0,0
109,200529,565,90,56,1,1,0,0,0,0,0,0,3,0,1,0,56,1,0,20210824,0,0
109,233957,565,90,50,1,0,0,0,0,0,0,0,3,0,1,0,50,0,0,20210824,0,0
109,6826,565,90,60,1,0,0,1,0,0,0,0,3,0,1,0,60,0,0,20210824,0,0
109,169792,565,90,52,1,0,0,0,0,0,0,0,3,0,1,0,52,0,0,20210824,0,0
109,234333,565,90,68,1,1,0,0,0,0,0,0,3,0,1,0,68,1,0,20210824,0,0
1795,280552,565,90,66,1,0,0,0,0,0,0,0,2,0,1,0,66,0,0,20210824,0,0
1795,203581,565,210,62,2,0,0,0,0,1,0,0,3,0,1,0,65,0,0,20210921,20210824,0
1795,281847,565,90,69,1,0,0,0,0,1,0,0,2,0,1,0,69,0,0,20210824,0,0
1795,190324,565,90,69,1,0,0,0,0,1,0,0,2,0,1,0,69,0,0,20210824,0,0
1795,207920,565,210,66,2,0,0,0,0,0,0,0,3,0,1,0,69,0,0,20210921,20210824,0
1795,226289,565,210,69,2,0,0,1,0,0,0,0,3,0,1,0,76,0,0,20210921,20210824,0
1795,205897,565,90,73,1,0,0,1,0,0,0,0,2,0,1,0,73,0,0,20210824,0,0
1795,284403,565,210,72,2,2,0,0,1,0,0,0,3,0,1,0,86,512,0,20210921,20210824,0
110,210635,360,90,50,1,0,0,0,0,0,0,0,3,0,1,0,50,0,0,20220208,0,0
1795,208135,565,210,67,2,0,0,1,0,1,0,0,3,0,1,0,76,0,0,20210921,20210824,0
1944,280262,360,180,72,2,0,0,1,0,1,0,0,1,1,1,0,86,0,0,20220220,20220129,0
1951,283860,565,108,58,2,0,0,0,0,0,0,0,4,0,1,0,70,0,0,20211026,20210824,0
1794,222477,565,90,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210824,0,0
1794,216265,565,90,56,1,0,0,0,0,0,0,0,2,0,1,0,56,0,0,20210824,0,0
1794,283575,565,90,68,1,1,0,0,0,0,0,0,2,0,1,0,68,1,0,20210824,0,0
1917,283386,565,120,57,1,0,0,0,0,0,0,0,3,0,1,0,57,0,0,20210824,0,0
1917,282139,565,50,58,1,0,0,0,0,0,0,0,2,0,1,0,58,0,0,20210824,0,0
1792,238450,565,71,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
1792,205596,565,330,56,3,0,0,0,0,0,0,0,7,0,1,0,61,0,0,20211026,20210921,20210824
1792,213152,565,120,62,1,0,0,0,0,0,0,0,2,0,1,0,62,0,0,20210824,0,0
1792,203161,565,259,56,3,0,0,0,0,0,0,0,6,0,1,0,60,0,0,20211026,20210921,20210824
1792,280973,565,45,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210824,0,0
1796,182761,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210824,0,0
1796,231639,565,90,53,1,0,0,0,0,0,0,0,2,0,1,0,53,0,0,20210824,0,0
1796,240247,565,63,51,1,0,0,0,0,0,0,0,2,0,1,0,51,0,0,20210824,0,0
1796,205989,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210824,0,0
1796,206058,565,90,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210824,0,0
1796,201266,565,90,53,1,0,0,0,0,0,0,0,2,0,1,0,53,0,0,20210824,0,0
1796,169706,565,52,49,1,0,0,0,0,0,0,0,2,0,1,0,49,0,0,20210824,0,0
1796,281138,565,90,50,1,0,0,0,0,0,0,0,2,0,1,0,50,0,0,20210824,0,0
1796,178287,565,90,59,1,1,0,0,0,0,0,0,2,0,1,0,59,1,0,20210824,0,0
1796,282407,565,90,53,1,0,0,0,0,0,0,0,2,0,1,0,53,0,0,20210824,0,0
1796,233528,565,90,56,1,0,0,0,0,0,0,0,2,0,1,0,56,0,0,20210824,0,0
1796,283942,565,38,75,1,0,0,1,0,0,0,0,0,0,1,0,75,0,0,20210824,0,0
1796,283837,565,27,71,1,0,0,0,0,0,0,0,0,0,1,0,71,0,0,20210824,0,0
121,281898,565,111,66,2,0,0,0,0,0,0,0,2,0,1,0,66,0,0,20210921,20210824,0
121,238502,565,82,64,2,0,0,0,0,0,0,0,2,0,1,0,63,0,0,20210921,20210824,0
254,239873,121,19,68,1,0,0,0,0,0,0,0,0,0,2,0,68,0,0,20210825,0,0
175,228881,121,708,64,8,0,0,0,0,0,0,0,7,2,1,1346848054,54,0,0,20220223,20211208,20211123
175,280054,121,210,71,4,1,0,0,1,0,0,0,1,0,1,1174405120,80,256,0,20220223,20211019,20210928
322,282753,121,24,62,1,0,0,0,0,0,0,0,1,0,2,0,62,0,0,20210825,0,0
322,215938,121,17,68,1,0,0,0,0,0,0,0,0,0,2,0,68,0,0,20210825,0,0
1456,283313,121,44,56,1,0,0,0,0,0,0,0,2,0,2,0,56,0,0,20210825,0,0
1456,201337,121,40,55,1,0,0,0,0,0,0,0,2,0,2,0,55,0,0,20210825,0,0
234,283179,121,90,60,1,0,0,0,0,0,0,0,2,0,2,0,60,0,0,20210825,0,0
234,197965,121,56,57,1,0,0,0,0,0,0,0,1,0,2,0,57,0,0,20210825,0,0
234,215283,121,27,62,1,0,0,0,0,0,0,0,1,0,2,0,62,0,0,20210825,0,0
234,183483,121,12,63,1,0,0,0,0,0,0,0,1,0,2,0,63,0,0,20210825,0,0
86,283829,121,147,63,4,1,0,0,1,0,0,0,3,0,6,956301312,65,0,0,20211208,20211123,20210915
86,206563,121,17,64,1,0,0,0,0,0,0,0,0,0,2,0,64,0,0,20210825,0,0
44,235842,121,90,83,1,1,0,0,0,0,0,0,1,0,2,0,83,1,0,20210825,0,0
873,200461,121,91,63,4,1,0,0,0,1,0,0,3,0,5,956301371,66,0,1,20211124,20211102,20210914
1808,199005,565,90,49,1,0,0,0,0,0,0,0,3,0,1,0,49,0,0,20210825,0,0
1808,176942,565,90,49,1,0,0,0,0,0,0,0,3,0,1,0,49,0,0,20210825,0,0
1808,232004,565,90,51,1,0,0,0,0,0,0,0,3,0,1,0,51,0,0,20210825,0,0
1808,199580,565,90,47,1,0,0,0,0,0,0,0,3,0,1,0,47,0,0,20210825,0,0
1808,214877,565,90,51,1,0,0,0,0,0,0,0,3,0,1,0,51,0,0,20210825,0,0
1808,214727,565,53,50,1,0,0,0,0,0,0,0,2,0,1,0,50,0,0,20210825,0,0
1808,220609,565,48,49,1,0,0,0,0,0,0,0,2,0,1,0,49,0,0,20210825,0,0
1808,223245,565,90,58,1,0,0,0,0,0,0,0,3,0,1,0,58,0,0,20210825,0,0
1808,190765,565,42,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210825,0,0
1808,193158,565,37,57,1,0,0,0,0,0,0,0,1,0,1,0,57,0,0,20210825,0,0
1808,233665,565,12,57,1,0,0,0,0,0,0,0,1,0,1,0,57,0,0,20210825,0,0
17,221130,565,360,71,4,0,0,0,0,0,0,6,3,1,1,1291845632,72,0,0,20220227,20220125,20220111
17,197853,565,378,66,5,0,0,0,0,1,0,0,2,1,1,1241513984,66,0,0,20220227,20220125,20220111
17,232459,565,201,75,3,0,0,0,0,0,0,0,0,2,1,0,76,0,0,20220111,20211201,20210825
17,221551,565,360,71,4,0,0,0,0,1,0,0,2,1,1,1308622848,68,0,0,20220227,20220125,20220111
17,211381,565,180,71,2,0,0,0,0,0,0,0,0,1,1,0,72,0,0,20220227,20210825,0
17,198706,565,348,76,4,2,0,1,1,0,0,0,2,1,1,1526726656,75,256,0,20220227,20220125,20220111
17,216354,565,295,71,4,0,0,0,0,0,0,0,1,0,1,1191182336,70,0,0,20220227,20220125,20220111
17,213648,565,188,66,5,0,0,0,0,0,0,0,1,0,1,1174405120,63,0,0,20220227,20220125,20220111
17,281307,565,115,65,3,0,0,0,0,0,0,0,1,0,2,1023410176,65,0,0,20220125,20210921,20210825
142,177313,565,44,73,1,1,0,0,0,0,0,0,0,0,1,0,73,1,0,20210825,0,0
142,229047,565,29,63,1,0,0,0,0,0,0,0,0,0,1,0,63,0,0,20210825,0,0
106,198511,565,90,57,1,0,0,0,0,0,0,0,1,0,1,0,57,0,0,20210825,0,0
106,235855,565,43,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210825,0,0
106,235161,565,28,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210825,0,0
97,204412,565,47,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210825,0,0
97,205970,565,73,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210825,0,0
1940,213894,565,210,53,2,0,0,0,0,0,0,0,4,0,1,0,55,0,0,20210921,20210825,0
1940,206535,565,158,55,2,0,0,0,0,0,0,0,3,0,1,0,58,0,0,20210921,20210825,0
7,195668,565,120,56,1,0,0,0,0,0,0,0,2,0,1,0,56,0,0,20210825,0,0
7,229605,565,120,56,1,0,0,0,0,1,0,0,2,0,1,0,56,0,0,20210825,0,0
7,227854,565,120,58,1,0,0,0,0,0,0,0,2,0,1,0,58,0,0,20210825,0,0
7,193470,565,46,53,1,0,0,0,0,1,0,0,1,0,1,0,53,0,0,20210825,0,0
7,163824,565,120,56,1,0,0,0,0,0,0,0,2,0,1,0,56,0,0,20210825,0,0
7,210455,565,240,55,2,0,0,0,0,0,0,0,5,0,1,0,57,0,0,20210921,20210825,0
7,188253,565,118,56,2,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210921,20210825,0
7,224265,565,120,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210825,0,0
