growthdate,injurydate,initialcurveoffset,playerid,injuryduration
9150,0,0,218727,0
8958,0,298,283821,0
7879,0,35,218740,0
9139,0,3,218743,0
9141,0,46,218744,0
9137,0,5,218745,0
8898,0,62,218746,0
9128,0,-56,218789,0
9122,0,-5,218846,0
9145,0,-4,218853,0
9130,0,0,218868,0
9143,0,-30,218873,0
9149,0,63,218880,0
9150,0,-17,218887,0
9128,0,21,218889,0
9124,0,7,218894,0
9131,0,-33,218922,0
9132,0,32,218936,0
8717,0,20,218970,0
7896,0,9,218971,0
9136,0,-11,218976,0
9135,0,0,218981,0
9144,0,-12,218988,0
8726,0,-29,218991,0
8301,0,30,218996,0
9126,0,121,219087,0
9143,0,26,219095,0
9139,0,3,219106,0
9127,0,-65,219120,0
8734,0,87,219145,0
8730,0,-25,219158,0
9137,0,-28,219159,0
9131,0,-13,219160,0
7674,0,23,219167,0
9145,0,-5,219174,0
9135,0,-62,219177,0
8909,0,77,219180,0
9121,0,0,219181,0
9137,0,16,219184,0
8921,0,-50,219216,0
9122,0,-52,219244,0
9148,0,-33,219255,0
8907,0,43,219258,0
9124,0,37,219259,0
9126,0,-34,219260,0
9138,0,30,219272,0
8492,0,22,219275,0
8126,0,274,281722,0
9136,0,93,219293,0
8126,0,312,281840,0
9123,0,11,219391,0
9132,0,34,219392,0
9127,0,30,219409,0
7883,0,13,219411,0
9130,0,-34,219413,0
9124,0,-19,219436,0
9124,0,-24,219447,0
9131,0,24,219449,0
8486,0,-5,219451,0
9128,0,-1,219455,0
9140,0,-5,219458,0
9126,0,2,219461,0
9124,0,-28,219463,0
9122,0,29,219466,0
9134,0,-16,219467,0
9129,0,18,219469,0
9138,0,288,284409,0
9143,0,11,219471,0
9150,0,30,219482,0
8913,0,66,219486,0
8920,0,9,219487,0
8312,0,13,219491,0
8728,0,36,219492,0
8483,0,-8,219496,0
9144,0,-37,219504,0
9140,0,-50,219509,0
8902,0,29,219510,0
8958,0,261,284156,0
8484,0,-12,219518,0
7667,0,15,219521,0
9124,0,0,219522,0
9134,0,7,219523,0
9142,0,-2,219525,0
8906,0,9,219527,0
9134,0,12,219531,0
9139,0,2,219536,0
9146,0,-7,219538,0
9149,0,33,219546,0
9147,0,22,219549,0
8506,0,-17,219550,0
9129,0,-44,219551,0
9135,0,22,219552,0
9144,0,-3,219553,0
9122,0,8,219555,0
9129,0,-32,219558,0
9129,0,-16,219561,0
8728,0,30,219566,0
9136,0,-4,219571,0
9141,0,-9,219576,0
8911,0,24,219577,0
8909,0,55,219581,0
8492,0,48,219582,0
9144,0,-14,219584,0
9140,0,66,219585,0
8713,0,35,219587,0
9137,0,48,219591,0
8707,0,16,219594,0
9139,0,4,219604,0
8899,0,45,219605,0
9137,0,15,219617,0
8714,0,1,219619,0
9124,0,-40,219623,0
9124,0,76,219625,0
9137,0,4,219626,0
8919,0,-2,219632,0
9139,0,-10,219637,0
8094,0,42,219640,0
9123,0,6,219641,0
9129,0,10,219643,0
9125,0,-7,219644,0
9138,0,-16,219647,0
8491,0,-16,219652,0
8898,0,32,219653,0
9135,0,4,219655,0
9129,0,-8,219660,0
9136,0,11,219661,0
9132,0,69,219664,0
8731,0,59,219667,0
8315,0,11,219668,0
9129,0,-28,219670,0
9147,0,44,219671,0
9144,0,-10,219672,0
9141,0,1,219674,0
9128,0,0,219678,0
8915,0,67,219680,0
8918,0,23,219681,0
8726,0,22,219683,0
9136,0,-15,219684,0
8912,0,0,219688,0
8958,0,192,284155,0
8298,0,82,219693,0
9139,0,-24,219700,0
9140,0,-9,219701,0
9141,0,24,219702,0
9134,0,14,219705,0
8958,0,303,283893,0
9146,0,-4,219709,0
8495,0,57,219712,0
9134,0,13,219715,0
8491,0,32,219717,0
9142,0,50,219721,0
9125,0,-17,219724,0
9125,0,15,219725,0
9142,0,-34,219726,0
9150,0,-16,219727,0
9139,0,-1,219728,0
9123,0,0,219730,0
8500,0,-15,219731,0
8915,0,24,219732,0
9138,0,-25,219733,0
9135,0,0,219736,0
8732,0,-27,219737,0
8905,0,-3,219740,0
9133,0,30,219743,0
9126,0,-16,219747,0
9138,0,30,219754,0
9134,0,-3,219755,0
9124,0,7,219758,0
9144,0,-14,219759,0
8905,0,-33,219760,0
8908,0,-2,219762,0
8094,0,13,219765,0
9128,0,32,219767,0
9128,0,-33,219774,0
8729,0,36,219777,0
8707,0,-9,219779,0
9138,0,13,219780,0
9141,0,34,219781,0
8724,0,62,219785,0
7891,0,26,219787,0
9129,0,-3,219789,0
9132,0,73,219792,0
9127,0,-3,219793,0
9138,0,-55,219795,0
9150,0,48,219796,0
9125,0,26,219803,0
9145,0,-20,219806,0
9128,0,-14,219808,0
8902,0,52,219809,0
9139,0,-14,219813,0
8497,0,46,219814,0
9128,0,36,219824,0
9149,0,-24,219825,0
9148,0,30,219833,0
9121,0,-26,219836,0
9128,0,0,219837,0
9133,0,-12,219838,0
8922,0,-11,219840,0
9143,0,53,219841,0
7677,0,15,219842,0
9133,0,7,219844,0
9127,0,92,219848,0
9124,0,3,219852,0
9139,0,-22,219861,0
9149,0,48,219864,0
9142,0,-36,219869,0
9143,0,5,219870,0
9135,0,10,219871,0
9147,0,24,219872,0
9139,0,-32,219873,0
9137,0,-12,219879,0
7888,0,22,219881,0
8719,0,68,219886,0
8485,0,-16,219900,0
9149,0,1,219903,0
8898,0,-16,219904,0
8490,0,-20,219905,0
8731,0,22,219907,0
8958,0,261,284419,0
8078,0,17,219911,0
9143,0,-30,219912,0
9139,0,-67,219923,0
8723,0,-60,219931,0
8917,0,56,219932,0
9146,0,-30,219933,0
9132,0,0,219937,0
9135,0,-12,219938,0
7884,0,14,219942,0
9138,0,-39,219947,0
9135,0,18,219948,0
8904,0,-34,219949,0
9151,0,61,219950,0
9137,0,31,219952,0
9141,0,-3,219953,0
9130,0,0,219956,0
9145,0,-15,219957,0
9121,0,-18,219959,0
9137,0,-18,219962,0
9137,0,14,219966,0
9134,0,22,219967,0
8078,0,45,219978,0
9130,0,-29,219984,0
9134,0,-11,219985,0
9123,0,45,219990,0
9149,0,88,219994,0
9122,0,-29,219995,0
8721,0,78,219998,0
8712,0,2,220002,0
8484,0,-30,220008,0
9134,0,17,220014,0
8712,0,1,220018,0
9132,0,-24,220019,0
9139,0,-22,220023,0
9142,0,19,220028,0
8291,0,62,220029,0
9131,0,-36,220030,0
9128,0,-19,220031,0
8494,0,-4,220035,0
9123,0,47,220038,0
9128,0,-52,220041,0
9142,0,13,220045,0
9136,0,42,220048,0
8505,0,48,220052,0
9149,0,15,220054,0
8958,0,357,283749,0
9148,0,80,220057,0
9148,0,-12,220058,0
9134,0,39,220059,0
7894,0,88,220061,0
9139,0,61,220063,0
8712,0,25,220064,0
9123,0,-11,220065,0
9123,0,-5,220071,0
8912,0,51,220074,0
9137,0,-19,220075,0
8708,0,-23,220084,0
9149,0,23,220085,0
8707,0,18,220087,0
7901,0,59,220089,0
7656,0,45,220090,0
8726,0,22,220093,0
9139,0,-57,220099,0
9139,0,39,220100,0
9136,0,0,220101,0
8720,0,-2,220118,0
9150,0,31,220122,0
9151,0,33,220126,0
9134,0,1,220127,0
9139,0,-4,220128,0
9134,0,32,220129,0
8733,0,-6,220132,0
9133,0,-52,220137,0
9134,0,1,220139,0
9134,0,-6,220140,0
9132,0,-29,220143,0
9145,0,-54,220144,0
9124,0,40,220149,0
7900,0,13,220152,0
9125,0,-21,220156,0
9129,0,14,220165,0
9148,0,-66,220168,0
8734,0,58,220172,0
9125,0,20,220175,0
9147,0,-4,220177,0
9131,0,72,220182,0
9138,0,-43,220184,0
9131,0,10,220185,0
9140,0,23,220187,0
9141,0,46,220191,0
9148,0,-10,220196,0
9131,0,55,220198,0
9134,0,3,220203,0
9139,0,-3,220204,0
8712,0,-27,220209,0
9145,0,-14,220230,0
8732,0,-7,220245,0
9145,0,14,220253,0
9138,0,-9,220295,0
9141,0,-15,220302,0
8724,0,-3,220314,0
9138,0,84,220328,0
9149,0,4,220334,0
9124,0,31,220337,0
9136,0,-50,220346,0
8905,0,14,220348,0
8720,0,-44,220355,0
9139,0,22,220356,0
8723,0,26,220357,0
9125,0,60,220358,0
9125,0,-21,220359,0
9142,0,32,220380,0
9128,0,27,220383,0
9136,0,-13,220395,0
7294,0,31,220407,0
8904,0,-1,220414,0
8904,0,-51,220421,0
9135,0,0,220422,0
8728,0,16,220429,0
9128,0,5,220432,0
9146,0,19,220433,0
9137,0,104,220440,0
9126,0,9,220461,0
9134,0,-13,220464,0
9135,0,6,220466,0
9138,0,14,220475,0
9135,0,25,220477,0
9133,0,-34,220479,0
9134,0,5,220488,0
9142,0,-9,220489,0
8906,0,-22,220491,0
9144,0,-6,220493,0
9141,0,-14,220502,0
9135,0,0,220509,0
9123,0,-25,220513,0
9126,0,3,220517,0
8720,0,-4,220522,0
9138,0,49,220531,0
9138,0,18,220534,0
8312,0,30,220540,0
9121,0,-79,220550,0
9126,0,-20,220554,0
8915,0,13,220558,0
8722,0,-27,220563,0
9138,0,30,220565,0
9140,0,-1,220569,0
9138,0,29,220570,0
9135,0,-23,220575,0
9145,0,-25,220578,0
8509,0,52,220579,0
9151,0,-14,220584,0
9132,0,-5,220587,0
9123,0,-48,220588,0
9138,0,0,220593,0
8917,0,16,220600,0
9122,0,-24,220602,0
9148,0,-11,220604,0
8715,0,69,220609,0
9140,0,-35,220611,0
9138,0,-10,220612,0
9142,0,10,220620,0
9130,0,-4,220621,0
9132,0,-22,220624,0
8508,0,-27,220630,0
9137,0,-4,220633,0
9141,0,-38,220635,0
9139,0,57,220636,0
9144,0,5,220637,0
8925,0,-16,220638,0
9124,0,-28,220640,0
9150,0,-23,220649,0
9131,0,-16,220650,0
9149,0,54,220651,0
9134,0,36,220654,0
9137,0,18,220658,0
9149,8389,-26,220659,70
9140,0,9,220663,0
9122,0,3,220665,0
9133,0,-39,220668,0
8542,0,285,282553,0
8734,0,51,220673,0
9151,0,3,220676,0
9149,0,55,220677,0
9142,0,-38,220684,0
9137,0,-2,220685,0
8908,0,-28,220690,0
9130,0,-52,220695,0
9146,0,44,220697,0
9137,0,256,284429,0
8919,0,68,220702,0
9123,0,-11,220708,0
9136,0,7,220709,0
8495,0,25,220711,0
9138,0,5,220714,0
9142,0,90,220715,0
9149,0,9,220720,0
9144,0,-29,220726,0
9125,0,-23,220735,0
9138,0,16,220746,0
8733,0,36,220754,0
9144,0,8,220763,0
8302,0,25,220772,0
8716,0,67,220779,0
9131,0,33,220782,0
8910,0,5,220785,0
9139,0,-4,220786,0
9132,0,45,220787,0
9142,0,104,220793,0
9135,0,18,220795,0
8492,0,23,220805,0
9149,0,-17,220807,0
8304,0,28,220811,0
9144,0,46,220814,0
9133,0,-18,220815,0
9136,0,48,220816,0
9131,0,-33,220819,0
8488,0,12,220826,0
8725,0,-9,220829,0
9132,0,62,220833,0
8731,9076,61,220834,21
9131,0,0,220837,0
8705,0,33,220844,0
9136,0,0,220851,0
8901,0,36,220854,0
7891,0,12,220859,0
8708,0,-8,220862,0
9141,0,9,220872,0
9126,0,14,220873,0
9138,0,-19,220876,0
9131,0,40,220878,0
9137,0,22,220883,0
9126,0,52,220886,0
9127,0,-5,220889,0
9136,0,-40,220890,0
9123,0,-27,220894,0
9133,0,39,220895,0
9136,0,15,220897,0
9147,0,21,220900,0
9124,0,-9,220901,0
8911,0,45,220905,0
9144,0,-25,220908,0
9138,0,42,220912,0
9149,0,-11,220915,0
9150,0,-36,220917,0
8289,0,10,220919,0
8920,0,48,220921,0
8732,0,14,220925,0
8915,0,-9,220926,0
8504,0,7,220932,0
9134,0,15,220933,0
9133,0,-34,220934,0
9149,0,2,220937,0
8925,0,0,220938,0
9130,0,38,220940,0
8901,0,-53,220943,0
9130,0,-50,220944,0
9140,0,50,220964,0
9144,0,48,220968,0
9149,0,-25,220969,0
9144,0,-3,220970,0
8305,0,61,220971,0
8725,0,-16,220981,0
9134,0,19,220993,0
9122,0,-11,220994,0
9136,0,-24,221000,0
9137,0,16,221014,0
8070,0,36,221016,0
9144,0,27,221018,0
9126,0,36,221024,0
9136,8411,27,221050,128
8900,0,28,221053,0
9128,8080,31,221087,21
9136,0,20,221095,0
8708,0,-40,221106,0
8718,0,50,221120,0
9123,0,39,221125,0
9138,0,18,221130,0
9126,0,-18,221141,0
8732,0,-15,221144,0
9122,0,16,221149,0
9134,0,45,221167,0
9135,0,29,221168,0
8899,0,-6,221174,0
9151,0,-18,221177,0
8728,0,-3,221178,0
9133,0,-15,221179,0
8722,0,-12,221182,0
9125,0,-29,221197,0
8903,0,17,221201,0
9134,0,-40,221203,0
9134,0,-7,221206,0
9138,0,-26,221216,0
9136,0,46,221219,0
9132,0,16,221220,0
9151,0,-13,221235,0
8734,0,-30,221244,0
9125,0,7,221246,0
8713,0,267,282910,0
9127,0,4,221250,0
9135,0,-5,221251,0
8709,0,-18,221253,0
9130,0,0,221266,0
9130,0,95,221269,0
9139,0,0,221271,0
8919,0,13,221274,0
9147,8888,4,221279,56
9123,0,-7,221281,0
9122,0,-11,221282,0
7294,0,202,221283,0
8724,0,-7,221284,0
9142,0,-29,221285,0
9135,0,-67,221286,0
9146,0,4,221306,0
8908,0,-10,221310,0
9136,0,0,221311,0
9128,0,48,221312,0
8915,0,-5,221313,0
9144,0,40,221322,0
9126,0,46,221323,0
9137,0,11,221328,0
9134,0,16,221329,0
9123,0,71,221331,0
9136,0,-30,221332,0
9129,0,36,221339,0
9130,0,41,221342,0
9140,0,4,221346,0
9124,0,-38,221349,0
9134,0,58,221350,0
8508,0,2,221351,0
9128,0,51,221354,0
9148,0,-47,221355,0
9145,0,52,221358,0
9137,0,104,221363,0
9141,0,-11,221365,0
8709,0,34,221367,0
7885,0,10,221369,0
8723,0,-42,221370,0
8897,0,-4,221373,0
9150,0,7,221378,0
8077,0,23,221381,0
9136,0,11,221382,0
9144,0,-51,221386,0
8309,0,8,221393,0
9133,0,-25,221394,0
9137,0,4,221397,0
9122,0,12,221405,0
8923,0,53,221422,0
9127,0,9,221425,0
8724,0,-34,221428,0
9129,0,61,221433,0
9125,0,-7,221434,0
8496,0,-33,221441,0
7294,0,35,221443,0
9122,0,-10,221445,0
9127,0,57,221447,0
9123,0,-17,221452,0
9140,0,33,221456,0
9144,0,9,221457,0
9150,0,4,221461,0
9125,0,279,282857,0
9138,0,1,221463,0
9146,0,-2,221467,0
8084,0,21,221472,0
9134,0,16,221475,0
9128,0,-14,221477,0
9128,0,14,221479,0
9151,0,-8,221480,0
9149,0,-1,221481,0
9135,0,36,221486,0
7662,0,17,221488,0
9139,0,82,221491,0
8911,0,-9,221498,0
9143,0,-3,221499,0
9144,0,31,221501,0
9141,0,41,221502,0
9130,0,5,221503,0
8714,0,9,221504,0
8916,0,-48,221505,0
9151,0,-19,221511,0
8924,0,-38,221518,0
8728,0,36,221521,0
9149,0,50,221525,0
9131,0,-12,221528,0
9139,0,3,221531,0
9128,0,4,221535,0
9129,0,-14,221538,0
9134,0,-37,221539,0
7878,0,29,221540,0
9147,0,-19,221544,0
9129,0,65,221545,0
9136,0,51,221549,0
9138,0,44,221551,0
8725,0,-8,221552,0
9128,0,-1,221556,0
7881,0,47,221558,0
8903,0,34,221562,0
9139,0,23,221564,0
8502,0,-20,221567,0
9133,0,-27,221569,0
9132,0,-16,221570,0
9133,0,-2,221573,0
8926,0,-32,221574,0
8291,0,-34,221576,0
8958,0,358,284259,0
8313,0,18,221580,0
9135,0,5,221582,0
9135,0,17,221584,0
9138,0,-10,221587,0
7896,0,18,221588,0
8732,0,-19,221589,0
9148,0,-16,221591,0
9125,0,0,221599,0
9144,0,-7,221600,0
9133,0,-34,221601,0
9144,0,-41,221603,0
9131,0,-21,221605,0
9135,0,-11,221610,0
9145,0,-23,221611,0
9142,0,24,221618,0
8709,0,54,221619,0
8301,0,30,221620,0
7879,0,54,221621,0
8716,0,52,221622,0
8542,0,314,282909,0
8487,0,-10,221625,0
8958,0,344,284030,0
9140,0,-14,221631,0
8917,0,-25,221632,0
8071,0,52,221634,0
9125,0,-10,221639,0
8735,0,70,221641,0
8490,0,-40,221643,0
8707,0,1,221647,0
8081,0,41,221648,0
9131,0,11,221651,0
9128,0,39,221653,0
8717,0,7,221656,0
9134,0,-13,221657,0
9137,0,18,221658,0
9132,0,58,221660,0
9138,0,56,221661,0
9141,0,-7,221662,0
9151,0,2,221665,0
9144,0,-1,221666,0
9144,0,-42,221669,0
8725,0,-22,221671,0
9149,0,-3,221675,0
8904,0,39,221680,0
8958,0,224,284258,0
9140,0,-33,221684,0
8900,0,74,221695,0
9133,0,1,221696,0
9124,0,-30,221697,0
9143,0,-17,221700,0
9128,0,35,221701,0
9145,0,27,221702,0
9136,0,-7,221704,0
9130,0,-30,221705,0
9123,0,0,221706,0
9133,0,-1,221708,0
9138,0,22,221709,0
8069,0,10,221711,0
7653,0,22,221713,0
9145,0,-23,221714,0
9128,0,53,221731,0
9133,0,-35,221737,0
9132,0,20,221740,0
8914,0,-11,221743,0
9121,0,10,221750,0
9149,0,19,221752,0
9149,0,28,221753,0
9140,0,2,221756,0
9131,0,-8,221762,0
9141,0,6,221764,0
9123,0,7,221767,0
7878,0,39,221768,0
8909,0,-8,221772,0
8497,0,-55,221781,0
8707,0,-25,221788,0
9138,0,-26,221789,0
8498,0,-1,221791,0
9145,0,-11,221794,0
9121,0,-22,221797,0
9139,0,-13,221807,0
9126,0,51,221809,0
8914,0,-1,221812,0
9146,0,-13,221820,0
8715,0,-39,221831,0
9137,0,3,221832,0
8481,0,-7,221838,0
9140,0,36,221839,0
9134,0,30,221841,0
9134,0,50,221860,0
8910,0,-1,221862,0
8496,0,54,221866,0
9130,0,-40,221867,0
9147,0,23,221874,0
8306,0,4,221875,0
9141,0,32,221885,0
9137,0,23,221887,0
9128,0,-16,221890,0
8499,0,51,221891,0
9149,0,8,221893,0
9146,0,3,221894,0
9136,0,19,221895,0
8900,0,73,221896,0
9133,0,115,221907,0
8958,0,289,284154,0
9138,0,-21,221912,0
8705,0,35,221919,0
9124,0,-21,221920,0
8900,0,26,221923,0
9142,0,-4,221924,0
9125,0,-40,221926,0
9131,0,8,221930,0
8088,0,31,221931,0
9151,0,0,221932,0
8728,0,-31,221934,0
9125,0,-4,221944,0
9141,0,0,221951,0
9142,0,-13,221953,0
8921,0,-71,221961,0
9148,0,-32,221962,0
9150,0,-6,221969,0
9131,0,8,221982,0
9136,0,-17,221984,0
9130,0,43,221985,0
8905,0,41,221986,0
9141,0,19,221987,0
8922,0,22,221990,0
9151,0,24,221992,0
9149,0,36,221994,0
9143,0,-15,222003,0
9137,0,-41,222007,0
9125,0,17,222013,0
8901,0,-35,222018,0
9139,0,41,222024,0
8301,0,51,222027,0
9143,0,90,222028,0
9142,0,83,222035,0
9142,0,26,222041,0
9125,0,-44,222052,0
9137,0,17,222060,0
9133,0,-37,222070,0
9137,0,93,222077,0
9136,0,30,222078,0
9139,0,27,222079,0
9136,0,-68,222080,0
9126,0,-92,222082,0
9142,0,44,222092,0
9151,0,-27,222095,0
9134,0,7,222102,0
9142,0,-15,222104,0
9144,0,-12,222108,0
9137,0,17,222109,0
9125,0,7,222114,0
9128,0,4,222123,0
8542,0,289,282790,0
9143,0,-3,222134,0
9132,0,16,222148,0
7672,0,37,222151,0
9130,0,-7,222152,0
8481,0,-8,222153,0
9132,0,14,222156,0
8898,0,-6,222158,0
9128,0,11,222159,0
9124,0,-19,222160,0
8718,0,22,222161,0
9144,0,29,222162,0
9140,0,-2,222163,0
9150,0,63,222165,0
9128,0,1,222183,0
9123,0,-36,222208,0
9132,0,58,222209,0
9135,0,0,222215,0
9139,0,8,222225,0
8958,0,321,283486,0
7671,0,41,222229,0
9135,0,-4,222235,0
8296,0,56,222246,0
9122,0,36,222256,0
8721,0,8,222259,0
8717,0,28,222262,0
9143,0,46,222263,0
9122,0,15,222265,0
9131,8714,-7,222266,43
9136,0,4,222272,0
8958,0,315,284543,0
9131,0,40,222286,0
8735,0,-13,222298,0
8502,0,-21,222315,0
9132,0,30,222319,0
9140,0,37,222322,0
9140,0,78,222328,0
9136,0,4,222329,0
9128,0,18,222331,0
9135,0,94,222338,0
8927,0,103,222352,0
9129,0,2,222355,0
9144,0,59,222357,0
8504,0,-11,222358,0
8483,0,-2,222364,0
9136,0,23,222368,0
9141,0,32,222369,0
9139,0,57,222372,0
9138,0,4,222378,0
8721,0,-32,222380,0
9137,0,26,222382,0
8723,0,32,222387,0
9135,0,-12,222390,0
9136,0,43,222391,0
8542,0,281,282908,0
9140,0,-4,222394,0
9151,0,29,222396,0
8958,0,290,284300,0
9139,0,22,222399,0
9139,0,11,222400,0
9131,0,15,222404,0
9126,0,-5,222405,0
9149,0,22,222411,0
9129,0,-24,222417,0
8920,0,-31,222419,0
9122,0,1,222420,0
9149,0,23,222422,0
9122,0,22,222428,0
9138,0,56,222429,0
8482,0,-6,222430,0
8721,0,29,222456,0
9144,0,14,222457,0
8904,0,24,222461,0
9123,0,40,222462,0
9126,0,-29,222463,0
9150,0,19,222464,0
9136,0,58,222466,0
9145,0,-10,222467,0
9144,0,2,222469,0
9150,0,-13,222471,0
9139,0,-31,222472,0
8721,0,74,222475,0
9148,0,49,222477,0
9122,0,238,281688,0
9123,0,-4,222484,0
7894,0,30,222485,0
7294,0,37,222486,0
9149,0,9,222488,0
9131,0,12,222492,0
9121,0,43,222493,0
8911,0,58,222501,0
9122,0,-30,222503,0
8908,0,61,222509,0
9126,0,39,222510,0
9138,0,22,222511,0
9135,0,12,222513,0
9134,0,-31,222514,0
8508,0,-2,222515,0
9127,0,5,222519,0
8732,0,48,222521,0
9134,0,24,222528,0
9123,0,27,222532,0
9149,0,22,222535,0
9142,0,13,222544,0
9143,0,-30,222545,0
9138,0,-7,222546,0
7880,0,26,222553,0
9129,0,82,222557,0
8706,0,44,222558,0
9143,0,6,222560,0
9142,0,-27,222562,0
9121,0,-16,222566,0
9127,0,75,222571,0
9137,0,12,222572,0
9135,0,49,222573,0
9132,0,17,222577,0
9128,0,-1,222582,0
9131,0,100,222583,0
9126,0,6,222587,0
8729,0,45,222590,0
8715,0,49,222592,0
9149,0,-1,222597,0
9121,0,84,222598,0
9123,0,13,222600,0
9143,0,41,222606,0
9126,0,27,222611,0
9142,0,3,222618,0
9143,0,4,222620,0
9127,0,18,222625,0
9144,0,-5,222634,0
9135,0,15,222636,0
9134,0,-22,222639,0
9139,0,58,222643,0
9134,0,-25,222644,0
8723,0,21,222645,0
9139,0,37,222647,0
9142,0,41,222660,0
9142,0,-34,222661,0
9147,0,90,222665,0
9128,0,5,222671,0
8926,0,-45,222685,0
9138,0,4,222691,0
8719,0,42,222692,0
9126,0,-32,222693,0
9144,0,4,222695,0
8707,0,-35,222697,0
9139,0,-6,222698,0
8086,0,44,222702,0
9149,0,41,222715,0
9131,0,31,222724,0
9126,0,-6,222734,0
8915,0,71,222737,0
9148,0,3,222738,0
9128,0,-3,222773,0
8720,0,-16,222774,0
9149,0,-5,222775,0
9143,0,29,222787,0
9131,0,6,222798,0
9125,0,-54,222825,0
9121,0,-2,222829,0
8733,0,3,222830,0
8921,0,-5,222832,0
9150,0,-3,222836,0
9143,0,-22,222838,0
9131,0,17,222840,0
8709,0,32,222843,0
9149,0,41,222844,0
9141,0,-71,222848,0
9125,0,12,222853,0
9133,0,-21,222858,0
9149,0,-78,222870,0
9136,0,-30,222872,0
9131,0,-33,222874,0
9130,0,-29,222875,0
9135,0,-7,222876,0
9135,0,-8,222878,0
8726,0,-18,222883,0
9135,0,123,222895,0
9143,0,-4,222900,0
9132,0,-59,222906,0
9130,0,-2,222912,0
9150,0,0,222916,0
9128,0,-28,222919,0
9138,0,-30,222922,0
9121,0,-31,222923,0
9145,0,-30,222926,0
9129,0,32,222930,0
9148,0,16,222936,0
9144,0,-20,222937,0
9149,0,8,222943,0
9146,0,0,222944,0
9144,0,13,222947,0
9141,0,-9,222951,0
8733,0,-5,222952,0
8308,0,20,222959,0
9143,0,266,282425,0
9126,0,-18,222970,0
9132,0,56,222982,0
9149,0,0,222986,0
9128,0,1,222987,0
9128,0,10,222988,0
9124,0,0,222989,0
9124,0,0,222990,0
9150,0,3,222991,0
9124,0,-61,222992,0
9147,0,0,222993,0
9135,0,35,222994,0
7899,0,64,222995,0
9125,0,-61,222997,0
8484,0,-4,223004,0
9145,0,66,223007,0
8901,0,69,223009,0
9131,0,13,223010,0
9146,0,-15,223011,0
9145,0,-14,223014,0
8293,0,40,223016,0
9137,0,-13,223017,0
9123,0,14,223030,0
9139,0,23,223032,0
9121,0,145,223033,0
9137,0,-25,223040,0
9137,0,-11,223041,0
8486,0,5,223045,0
8908,0,71,223046,0
9139,0,10,223053,0
9136,0,-11,223056,0
8500,0,39,223058,0
8913,9090,-2,223061,56
9141,0,-13,223065,0
9145,0,-27,223066,0
9126,0,6,223069,0
8901,0,54,223070,0
9137,0,-1,223074,0
7393,0,28,223078,0
9132,0,-5,223080,0
9138,0,-13,223082,0
9135,0,0,223083,0
7393,9096,-30,223085,198
9121,0,-10,223091,0
9135,0,22,223095,0
9138,0,93,223097,0
8707,0,-22,223104,0
8503,0,13,223107,0
8720,0,41,223113,0
9137,0,-7,223114,0
8498,0,-1,223115,0
9139,0,8,223117,0
8958,0,190,283982,0
9149,0,-6,223123,0
8311,0,24,223124,0
9146,0,283,283981,0
7900,0,19,223134,0
7294,0,61,223135,0
9149,0,9,223136,0
9129,0,62,223137,0
9128,0,34,223138,0
9148,0,18,223139,0
9139,0,0,223142,0
9128,0,18,223143,0
9150,0,-11,223146,0
8721,0,-16,223147,0
9126,0,36,223151,0
9138,0,0,223152,0
8913,0,72,223154,0
9147,0,67,223159,0
9144,0,-4,223163,0
9149,0,17,223166,0
9125,0,2,223180,0
9145,0,17,223186,0
9142,0,-9,223188,0
9126,0,90,223197,0
9149,0,4,223198,0
9149,0,33,223199,0
9144,0,38,223207,0
8713,0,23,223214,0
9121,0,-1,223223,0
9125,0,-42,223224,0
9139,0,-22,223227,0
8714,0,-22,223240,0
9138,0,-3,223241,0
7665,0,21,223243,0
9131,0,-8,223245,0
9146,0,4,223247,0
9123,0,-3,223248,0
9138,0,16,223249,0
8303,0,80,223252,0
8718,0,10,223263,0
8482,0,60,223264,0
9150,0,3,223265,0
9136,0,22,223266,0
8958,0,305,283607,0
9139,0,-2,223270,0
9132,0,-57,223271,0
8911,0,-9,223272,0
8902,0,17,223273,0
9136,0,0,223282,0
8509,0,-15,223283,0
9135,0,-2,223284,0
8919,0,1,223288,0
9149,0,31,223289,0
8911,0,-23,223293,0
8712,0,31,223297,0
9127,0,35,223302,0
9134,0,93,223305,0
9144,0,17,223306,0
9138,0,51,223307,0
9133,0,-11,223308,0
9133,0,-2,223313,0
9144,0,5,223320,0
9133,0,6,223323,0
9149,0,293,283980,0
8904,0,-26,223329,0
8733,0,-10,223332,0
8914,0,74,223334,0
8920,0,-10,223335,0
9140,0,8,223339,0
9139,0,-20,223345,0
8916,0,1,223354,0
9124,0,19,223357,0
8722,0,-18,223359,0
9141,0,10,223369,0
8716,0,-24,223370,0
9129,0,10,223372,0
9123,0,49,223373,0
9140,0,7,223378,0
9124,0,-3,223381,0
9141,0,-9,223387,0
8958,0,329,283849,0
9133,0,11,223394,0
9150,0,6,223395,0
8126,0,199,281365,0
8908,0,51,223402,0
9128,0,-45,223403,0
9142,0,-9,223404,0
7294,0,24,223407,0
9134,0,277,282789,0
9147,0,-1,223424,0
7878,0,50,223426,0
9137,0,23,223427,0
8491,0,-21,223429,0
9133,0,1,223436,0
9146,0,6,223438,0
8126,0,321,281169,0
9147,0,5,223445,0
8958,0,316,283606,0
9140,0,-2,223452,0
8308,0,39,223457,0
8091,0,23,223458,0
9143,0,16,223473,0
9129,0,-28,223476,0
